"","ID","alcool.0","alcool.1","bilateral.0","bilateral.1","cavitacao.0","cavitacao.1","comdiab.0","comdiab.1","comdrogas.0","comtabagis.0","escol4.0","escol4.1","fxet3.1","hiv3.0","mumigual.0","mumigual.1","pdres5.1","ppl.0","raca3.0","raca3.1","sexo2.0","sexo2.1","tipores3.0","tipores3.1","Desfechos","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y"
"45",45,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",59,1.24389982876712,0.808219178082192,0.0998307952622673,59,1.29489750445633,0.819444444444444,0.0998307952622673
"46",46,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",36,1.28851744186047,0.837209302325581,0.0609137055837563,44,1.41896758703481,0.897959183673469,0.0744500846023689
"50",50,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",55,1.19223151408451,0.774647887323944,0.0930626057529611,61,1.33879233511586,0.847222222222222,0.10321489001692
"51",51,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",32,1.26282051282051,0.82051282051282,0.0541455160744501,32,1.48726014469959,0.941176470588235,0.0541455160744501
"59",59,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",30,1.21504934210526,0.789473684210526,0.050761421319797,26,1.36951871657754,0.866666666666667,0.0439932318104907
"60",60,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",45,1.154296875,0.75,0.0761421319796954,51,1.20284938941655,0.761194029850746,0.0862944162436548
"62",62,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"encerra2=0",40,1.28255208333333,0.833333333333333,0.0676818950930626,40,1.28997053366801,0.816326530612245,0.0676818950930626
"63",63,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"encerra2=0",50,1.13166360294118,0.735294117647059,0.0846023688663283,63,1.24441844919786,0.7875,0.106598984771574
"64",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"encerra2=0",88,1.17771739130435,0.765217391304348,0.148900169204738,87,1.27295008912656,0.805555555555556,0.147208121827411
"65",65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"encerra2=0",83,1.2523743872549,0.813725490196078,0.140439932318105,82,1.33585092893765,0.845360824742268,0.138747884940778
