"","ID","alcool.0","alcool.1","bilateral.0","bilateral.1","cavitacao.0","cavitacao.1","comdiab.0","comdiab.1","comdrogas.0","comdrogas.1","comtabagis.0","comtabagis.1","escol4.0","escol4.1","fxet3.1","hiv3.0","hiv3.2","mumigual.0","mumigual.1","pdres5.1","ppl.0","raca3.0","raca3.1","sexo2.0","sexo2.1","tipores3.0","tipores3.1","Desfechos","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y"
"60",60,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"encerra2=0",42,1.19393939393939,0.777777777777778,0.0710659898477157,39,1.20922302082787,0.795918367346939,0.065989847715736
"61",61,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"encerra2=0",40,1.25311423270607,0.816326530612245,0.0676818950930626,38,1.28294772922022,0.844444444444444,0.0642978003384095
"62",62,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"encerra2=0",28,1.48213166144201,0.96551724137931,0.0473773265651438,26,1.41076019096585,0.928571428571429,0.0439932318104907
"63",63,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,"encerra2=0",37,1.32086982784657,0.86046511627907,0.0626057529610829,43,1.20979720079977,0.796296296296296,0.0727580372250423
"65",65,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,"encerra2=0",41,1.18750306297476,0.773584905660377,0.0693739424703892,38,1.20276349614396,0.791666666666667,0.0642978003384095
"66",66,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"encerra2=0",39,1.24724025974026,0.8125,0.065989847715736,37,1.27757653657397,0.840909090909091,0.0626057529610829
"67",67,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,"encerra2=0",25,1.47602397602398,0.961538461538462,0.0423011844331641,24,1.40241249752818,0.923076923076923,0.0406091370558376
"68",68,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,"encerra2=0",78,1.24724025974026,0.8125,0.131979695431472,81,1.20648722213821,0.794117647058823,0.137055837563452
"69",69,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"encerra2=0",81,1.25596221959858,0.818181818181818,0.137055837563452,83,1.21250247182124,0.798076923076923,0.140439932318105
"70",70,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"encerra2=0",84,1.25189761694616,0.815533980582524,0.142131979695431,84,1.20395789882136,0.792452830188679,0.142131979695431
"71",71,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"encerra2=0",33,1.26642857142857,0.825,0.0558375634517767,40,1.21542416452442,0.8,0.0676818950930626
"72",72,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",39,1.19735064935065,0.78,0.065989847715736,37,1.22202973063597,0.804347826086957,0.0626057529610829
"73",73,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"encerra2=0",27,1.42919838781908,0.931034482758621,0.0456852791878173,24,1.30224017627617,0.857142857142857,0.0406091370558376
"74",74,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"encerra2=0",33,1.33308270676692,0.868421052631579,0.0558375634517767,40,1.24022873931063,0.816326530612245,0.0676818950930626
"75",75,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",36,1.22805194805195,0.8,0.0609137055837563,35,1.29694651702301,0.853658536585366,0.0592216582064298
"76",76,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"encerra2=0",26,1.42541743970315,0.928571428571429,0.0439932318104907,23,1.3439786434645,0.884615384615385,0.038917089678511
"77",77,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,"encerra2=0",31,1.32186147186147,0.861111111111111,0.0524534686971235,39,1.23441516709512,0.8125,0.065989847715736
"78",78,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",35,1.22107438016529,0.795454545454545,0.0592216582064298,34,1.2913881748072,0.85,0.0575296108291032
"79",79,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,"encerra2=0",71,1.22460236392821,0.797752808988764,0.120135363790186,75,1.199431741307,0.789473684210526,0.126903553299492
"80",80,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"encerra2=0",33,1.33308270676692,0.868421052631579,0.0558375634517767,40,1.24022873931063,0.816326530612245,0.0676818950930626
"81",81,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"encerra2=0",34,1.24267161410019,0.80952380952381,0.0575296108291032,34,1.32450069210995,0.871794871794872,0.0575296108291032
"82",82,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"encerra2=0",25,1.47602397602398,0.961538461538462,0.0423011844331641,23,1.39773778920308,0.92,0.038917089678511
"83",83,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,"encerra2=0",31,1.32186147186147,0.861111111111111,0.0524534686971235,39,1.23441516709512,0.8125,0.065989847715736
"84",84,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"encerra2=0",33,1.23554006968641,0.804878048780488,0.0558375634517767,33,1.31937491543769,0.868421052631579,0.0558375634517767
"85",85,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,"encerra2=0",69,1.23162186650559,0.802325581395349,0.116751269035533,74,1.20888962600547,0.795698924731183,0.125211505922166
"86",86,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"encerra2=0",72,1.24185028454691,0.808988764044944,0.121827411167513,76,1.21542416452442,0.8,0.128595600676819
"87",87,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"encerra2=0",74,1.2347261434218,0.804347826086957,0.125211505922166,77,1.2060265550049,0.793814432989691,0.130287648054146
"88",88,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,"encerra2=0",31,1.25228981544771,0.815789473684211,0.0524534686971235,39,1.20922302082787,0.795918367346939,0.065989847715736
"89",89,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"encerra2=0",38,1.19045852107077,0.775510204081633,0.0642978003384095,36,1.21542416452442,0.8,0.0609137055837563
"90",90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,"encerra2=0",72,1.20135516657256,0.782608695652174,0.121827411167513,77,1.18166238217652,0.777777777777778,0.130287648054146
"91",91,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"encerra2=0",33,1.2989010989011,0.846153846153846,0.0558375634517767,40,1.21542416452442,0.8,0.0676818950930626
"92",92,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"encerra2=0",36,1.20135516657256,0.782608695652174,0.0609137055837563,35,1.23662342320799,0.813953488372093,0.0592216582064298
"93",93,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"encerra2=0",25,1.47602397602398,0.961538461538462,0.0423011844331641,23,1.3439786434645,0.884615384615385,0.038917089678511
"94",94,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,"encerra2=0",31,1.28613548613549,0.837837837837838,0.0524534686971235,39,1.20922302082787,0.795918367346939,0.065989847715736
"95",95,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"encerra2=0",35,1.19393939393939,0.777777777777778,0.0592216582064298,34,1.22989349981638,0.80952380952381,0.0575296108291032
